lakeid,year,daynum,sampledate,depth,event,wtemp,o2,o2sat,firstopen,datefirstopen
TB,2003,300,10/27/03,3,Non-chem,6.6,5.1,44.2,113,4/23/03
TB,2003,300,10/27/03,4,Non-chem,6.4,2.6,22.4,113,4/23/03
TB,2003,300,10/27/03,5,Non-chem,5.3,0.2,1.7,113,4/23/03
TB,2003,300,10/27/03,6,Non-chem,5.1,0.2,1.7,113,4/23/03
TB,2003,300,10/27/03,7,Non-chem,4.9,0.2,1.7,113,4/23/03
TB,2003,311,11/7/03,0,Quarterly,3.8,3.5,28.2,113,4/23/03
TB,2003,311,11/7/03,0.25,Quarterly,,,,113,4/23/03
TB,2003,311,11/7/03,0.5,Quarterly,,,,113,4/23/03
TB,2003,311,11/7/03,0.75,Quarterly,,,,113,4/23/03
TB,2003,311,11/7/03,1,Quarterly,3.7,3.5,28.1,113,4/23/03
TB,2003,311,11/7/03,1.25,Quarterly,,,,113,4/23/03
TB,2003,311,11/7/03,1.5,Quarterly,,,,113,4/23/03
TB,2003,311,11/7/03,2,Quarterly,3.8,3.4,27.4,113,4/23/03
TB,2003,311,11/7/03,3,Quarterly,3.8,3.2,25.8,113,4/23/03
TB,2003,311,11/7/03,3,Quarterly,,,,113,4/23/03
TB,2003,311,11/7/03,4,Quarterly,4,3.2,25.9,113,4/23/03
TB,2003,311,11/7/03,5,Quarterly,4.1,2.9,23.5,113,4/23/03
TB,2003,311,11/7/03,6,Quarterly,4.2,3,24.4,113,4/23/03
TB,2003,311,11/7/03,7,Quarterly,4,2.9,23.5,113,4/23/03
TB,2004,21,1/21/04,0,Chem,6,0.2,1.7,112,4/21/04
TB,2004,21,1/21/04,0.25,Chem,,,,112,4/21/04
TB,2004,21,1/21/04,1,Chem,1.8,0.2,1.5,112,4/21/04
TB,2004,21,1/21/04,2,Chem,3.1,0.2,1.6,112,4/21/04
TB,2004,21,1/21/04,3,Chem,3.4,0.2,1.6,112,4/21/04
TB,2004,21,1/21/04,4,Chem,3.6,0.1,0.8,112,4/21/04
TB,2004,21,1/21/04,5,Chem,3.7,0.1,0.8,112,4/21/04
TB,2004,21,1/21/04,6,Chem,3.8,0.1,0.8,112,4/21/04
TB,2004,21,1/21/04,7,Chem,3.9,0.1,0.8,112,4/21/04
TB,2004,21,1/21/04,7,Chem,,,,112,4/21/04
TB,2004,50,2/19/04,0,Quarterly,0.3,0.1,0.7,112,4/21/04
TB,2004,50,2/19/04,0,Quarterly,,,,112,4/21/04
TB,2004,50,2/19/04,1,Quarterly,1.1,0.1,0.7,112,4/21/04
TB,2004,50,2/19/04,2,Quarterly,2.7,0.1,0.8,112,4/21/04
TB,2004,50,2/19/04,3,Quarterly,3.3,0.1,0.8,112,4/21/04
TB,2004,50,2/19/04,4,Quarterly,3.5,0.1,0.8,112,4/21/04
TB,2004,50,2/19/04,5,Quarterly,3.7,0.1,0.8,112,4/21/04
TB,2004,50,2/19/04,6,Quarterly,3.8,0.1,0.8,112,4/21/04
TB,2004,50,2/19/04,7,Quarterly,3.9,0.1,0.8,112,4/21/04
TB,2004,89,3/29/04,0,Chem,0.3,4.8,35.1,112,4/21/04
TB,2004,89,3/29/04,0.25,Chem,,,,112,4/21/04
TB,2004,89,3/29/04,0.5,Chem,,,,112,4/21/04
TB,2004,89,3/29/04,0.75,Chem,,,,112,4/21/04
TB,2004,89,3/29/04,1,Chem,0.7,0.6,4.4,112,4/21/04
TB,2004,89,3/29/04,1.25,Chem,,,,112,4/21/04
TB,2004,89,3/29/04,1.5,Chem,,,,112,4/21/04
TB,2004,89,3/29/04,2,Chem,2,0.2,1.5,112,4/21/04
TB,2004,89,3/29/04,3,Chem,3,0.2,1.6,112,4/21/04
TB,2004,89,3/29/04,4,Chem,3.5,0.2,1.6,112,4/21/04
TB,2004,89,3/29/04,5,Chem,3.7,0.2,1.6,112,4/21/04
TB,2004,89,3/29/04,6,Chem,3.9,0.2,1.6,112,4/21/04
TB,2004,89,3/29/04,7,Chem,4,0.2,1.6,112,4/21/04
TB,2004,89,3/29/04,7,Chem,,,,112,4/21/04
TB,2004,117,4/26/04,0,Quarterly,6.5,8.3,71.7,112,4/21/04
TB,2004,117,4/26/04,1,Quarterly,4.7,3,24.7,112,4/21/04
TB,2004,117,4/26/04,2,Quarterly,4,1.2,9.7,112,4/21/04
TB,2004,117,4/26/04,3,Quarterly,3.9,0.3,2.4,112,4/21/04
TB,2004,117,4/26/04,3,Quarterly,,,,112,4/21/04
TB,2004,117,4/26/04,4,Quarterly,4,0.2,1.6,112,4/21/04
TB,2004,117,4/26/04,5,Quarterly,4,0.2,1.6,112,4/21/04
TB,2004,117,4/26/04,6,Quarterly,4,0.2,1.6,112,4/21/04
TB,2004,117,4/26/04,7,Quarterly,4,0.2,1.6,112,4/21/04
TB,2004,134,5/13/04,0,Non-chem,17.4,8.5,94.1,112,4/21/04
TB,2004,134,5/13/04,1,Non-chem,10.4,6.6,62.6,112,4/21/04
TB,2004,134,5/13/04,2,Non-chem,4.7,0.2,1.6,112,4/21/04
TB,2004,134,5/13/04,3,Non-chem,4.3,0.1,0.8,112,4/21/04
TB,2004,134,5/13/04,3,Non-chem,,,,112,4/21/04
TB,2004,134,5/13/04,4,Non-chem,4.2,0.1,0.8,112,4/21/04
TB,2004,134,5/13/04,5,Non-chem,4.2,0.1,0.8,112,4/21/04
TB,2004,134,5/13/04,6,Non-chem,4.2,0.1,0.8,112,4/21/04
TB,2004,134,5/13/04,7,Non-chem,4.2,0.1,0.8,112,4/21/04
TB,2004,146,5/25/04,0,Chem,13.3,8.9,90.2,112,4/21/04
TB,2004,146,5/25/04,0.25,Chem,,,,112,4/21/04
TB,2004,146,5/25/04,0.5,Chem,,,,112,4/21/04
TB,2004,146,5/25/04,0.75,Chem,,,,112,4/21/04
TB,2004,146,5/25/04,1,Chem,10.3,4.5,42.6,112,4/21/04
TB,2004,146,5/25/04,1.25,Chem,,,,112,4/21/04
TB,2004,146,5/25/04,1.5,Chem,,,,112,4/21/04
TB,2004,146,5/25/04,2,Chem,5.1,0.1,0.8,112,4/21/04
TB,2004,146,5/25/04,2,Chem,,,,112,4/21/04
TB,2004,146,5/25/04,3,Chem,4.2,0.1,0.8,112,4/21/04
TB,2004,146,5/25/04,4,Chem,4.1,0.1,0.8,112,4/21/04
TB,2004,146,5/25/04,5,Chem,4,0.1,0.8,112,4/21/04
TB,2004,146,5/25/04,6,Chem,4.1,0.1,0.8,112,4/21/04
TB,2004,146,5/25/04,7,Chem,4.2,0.1,0.8,112,4/21/04
TB,2004,161,6/9/04,0,Non-chem,20.8,7.7,91.3,112,4/21/04
TB,2004,161,6/9/04,0.25,Non-chem,,,,112,4/21/04
TB,2004,161,6/9/04,0.5,Non-chem,,,,112,4/21/04
TB,2004,161,6/9/04,0.75,Non-chem,,,,112,4/21/04
TB,2004,161,6/9/04,1,Non-chem,12.3,3.8,37.7,112,4/21/04
TB,2004,161,6/9/04,1.25,Non-chem,,,,112,4/21/04
TB,2004,161,6/9/04,1.5,Non-chem,,,,112,4/21/04
TB,2004,161,6/9/04,2,Non-chem,6.6,0.3,2.6,112,4/21/04
TB,2004,161,6/9/04,3,Non-chem,4.7,0.3,2.5,112,4/21/04
TB,2004,161,6/9/04,3,Non-chem,,,,112,4/21/04
TB,2004,161,6/9/04,4,Non-chem,4.3,0.4,3.3,112,4/21/04
TB,2004,161,6/9/04,5,Non-chem,4.2,0.4,3.3,112,4/21/04
TB,2004,161,6/9/04,6,Non-chem,4.2,0.3,2.4,112,4/21/04
TB,2004,161,6/9/04,7,Non-chem,4.3,0.3,2.4,112,4/21/04
TB,2004,173,6/21/04,0,Chem,21.8,7.5,90.7,112,4/21/04
TB,2004,173,6/21/04,0,Chem,,,,112,4/21/04
TB,2004,173,6/21/04,0.25,Chem,,,,112,4/21/04
TB,2004,173,6/21/04,0.5,Chem,,,,112,4/21/04
TB,2004,173,6/21/04,0.75,Chem,,,,112,4/21/04
TB,2004,173,6/21/04,1,Chem,15.9,4.6,49.3,112,4/21/04
TB,2004,173,6/21/04,1.25,Chem,,,,112,4/21/04
TB,2004,173,6/21/04,1.5,Chem,,,,112,4/21/04
TB,2004,173,6/21/04,1.75,Chem,,,,112,4/21/04
TB,2004,173,6/21/04,2,Chem,7.2,0.5,4.4,112,4/21/04
TB,2004,173,6/21/04,3,Chem,5.2,0.4,3.3,112,4/21/04
TB,2004,173,6/21/04,4,Chem,4.3,0.4,3.3,112,4/21/04
TB,2004,173,6/21/04,5,Chem,4.2,0.4,3.3,112,4/21/04
TB,2004,173,6/21/04,6,Chem,4.2,0.3,2.4,112,4/21/04
TB,2004,173,6/21/04,7,Chem,4.3,0.3,2.4,112,4/21/04
TB,2004,188,7/6/04,0,Non-chem,19,7,80.1,112,4/21/04
TB,2004,188,7/6/04,0.25,Non-chem,,,,112,4/21/04
TB,2004,188,7/6/04,0.5,Non-chem,,,,112,4/21/04
TB,2004,188,7/6/04,0.75,Non-chem,,,,112,4/21/04
TB,2004,188,7/6/04,1,Non-chem,16.2,1.3,14,112,4/21/04
TB,2004,188,7/6/04,1.25,Non-chem,,,,112,4/21/04
TB,2004,188,7/6/04,2,Non-chem,8.6,0.2,1.8,112,4/21/04
TB,2004,188,7/6/04,3,Non-chem,5.3,0.1,0.8,112,4/21/04
TB,2004,188,7/6/04,4,Non-chem,4.5,0.1,0.8,112,4/21/04
TB,2004,188,7/6/04,5,Non-chem,4.4,0.1,0.8,112,4/21/04
TB,2004,188,7/6/04,5,Non-chem,,,,112,4/21/04
TB,2004,188,7/6/04,6,Non-chem,4.3,0.1,0.8,112,4/21/04
TB,2004,188,7/6/04,7,Non-chem,4.4,0.1,0.8,112,4/21/04
TB,2004,201,7/19/04,0,Chem,25,7.1,91.2,112,4/21/04
TB,2004,201,7/19/04,0.25,Chem,,,,112,4/21/04
TB,2004,201,7/19/04,0.5,Chem,,,,112,4/21/04
TB,2004,201,7/19/04,0.75,Chem,,,,112,4/21/04
TB,2004,201,7/19/04,1,Chem,17,0.5,5.5,112,4/21/04
TB,2004,201,7/19/04,1.25,Chem,,,,112,4/21/04
TB,2004,201,7/19/04,1.5,Chem,,,,112,4/21/04
TB,2004,201,7/19/04,1.75,Chem,,,,112,4/21/04
TB,2004,201,7/19/04,2,Chem,9.1,0.1,0.9,112,4/21/04
TB,2004,201,7/19/04,3,Chem,5.6,0.1,0.8,112,4/21/04
TB,2004,201,7/19/04,3,Chem,,,,112,4/21/04
TB,2004,201,7/19/04,4,Chem,4.6,0.1,0.8,112,4/21/04
TB,2004,201,7/19/04,5,Chem,4.5,0.1,0.8,112,4/21/04
TB,2004,201,7/19/04,6,Chem,4.4,0.1,0.8,112,4/21/04
TB,2004,201,7/19/04,7,Chem,4.4,0.1,0.8,112,4/21/04
TB,2004,216,8/3/04,0,Non-chem,27.4,7.6,102,112,4/21/04
TB,2004,216,8/3/04,0,Non-chem,,,,112,4/21/04
TB,2004,216,8/3/04,0.25,Non-chem,,,,112,4/21/04
TB,2004,216,8/3/04,0.5,Non-chem,,,,112,4/21/04
TB,2004,216,8/3/04,0.75,Non-chem,,,,112,4/21/04
TB,2004,216,8/3/04,1,Non-chem,20.9,0.8,9.5,112,4/21/04
TB,2004,216,8/3/04,1.25,Non-chem,,,,112,4/21/04
TB,2004,216,8/3/04,1.5,Non-chem,,,,112,4/21/04
TB,2004,216,8/3/04,1.75,Non-chem,,,,112,4/21/04
TB,2004,216,8/3/04,2,Non-chem,9.8,0.5,4.7,112,4/21/04
TB,2004,216,8/3/04,3,Non-chem,6.6,0.6,5.2,112,4/21/04
TB,2004,216,8/3/04,4,Non-chem,5.3,0.6,5,112,4/21/04
TB,2004,216,8/3/04,5,Non-chem,4.8,0.6,5,112,4/21/04
TB,2004,216,8/3/04,6,Non-chem,4.6,0.5,4.1,112,4/21/04
TB,2004,216,8/3/04,7,Non-chem,4.5,0.5,4.1,112,4/21/04
TB,2004,230,8/17/04,0,Quarterly,21.6,8.6,103.6,112,4/21/04
TB,2004,230,8/17/04,0,Quarterly,,,,112,4/21/04
TB,2004,230,8/17/04,0.25,Quarterly,,,,112,4/21/04
TB,2004,230,8/17/04,0.5,Quarterly,,,,112,4/21/04
TB,2004,230,8/17/04,1,Quarterly,16.8,6.5,71.1,112,4/21/04
TB,2004,230,8/17/04,2,Quarterly,11.6,1,9.8,112,4/21/04
TB,2004,230,8/17/04,3,Quarterly,6.5,0.9,7.8,112,4/21/04
TB,2004,230,8/17/04,4,Quarterly,5,0.8,6.7,112,4/21/04
TB,2004,230,8/17/04,5,Quarterly,4.5,0.8,6.6,112,4/21/04
TB,2004,230,8/17/04,6,Quarterly,4.3,0.8,6.5,112,4/21/04
TB,2004,230,8/17/04,7,Quarterly,4.3,0.7,5.7,112,4/21/04
TB,2004,244,8/31/04,0,Non-chem,18.4,7.8,88.1,112,4/21/04
TB,2004,244,8/31/04,0.25,Non-chem,,,,112,4/21/04
TB,2004,244,8/31/04,0.5,Non-chem,,,,112,4/21/04
TB,2004,244,8/31/04,0.75,Non-chem,,,,112,4/21/04
TB,2004,244,8/31/04,1,Non-chem,16.5,6.2,67.3,112,4/21/04
TB,2004,244,8/31/04,1.25,Non-chem,,,,112,4/21/04
TB,2004,244,8/31/04,1.5,Non-chem,,,,112,4/21/04
TB,2004,244,8/31/04,1.75,Non-chem,,,,112,4/21/04
TB,2004,244,8/31/04,2,Non-chem,11.4,0.3,2.9,112,4/21/04
TB,2004,244,8/31/04,2,Non-chem,,,,112,4/21/04
TB,2004,244,8/31/04,2.25,Non-chem,,,,112,4/21/04
TB,2004,244,8/31/04,2.5,Non-chem,,,,112,4/21/04
TB,2004,244,8/31/04,3,Non-chem,7,0.2,1.7,112,4/21/04
TB,2004,244,8/31/04,4,Non-chem,5,0.2,1.7,112,4/21/04
TB,2004,244,8/31/04,5,Non-chem,4.7,0.2,1.6,112,4/21/04
TB,2004,244,8/31/04,6,Non-chem,4.4,0.2,1.6,112,4/21/04
TB,2004,244,8/31/04,7,Non-chem,4.4,0.1,0.8,112,4/21/04
TB,2004,254,9/10/04,0,Chem,21.3,7.3,87.4,112,4/21/04
TB,2004,254,9/10/04,0.25,Chem,,,,112,4/21/04
TB,2004,254,9/10/04,0.5,Chem,,,,112,4/21/04
TB,2004,254,9/10/04,0.75,Chem,,,,112,4/21/04
TB,2004,254,9/10/04,1,Chem,16.5,5.1,55.4,112,4/21/04
TB,2004,254,9/10/04,1.25,Chem,,,,112,4/21/04
TB,2004,254,9/10/04,1.5,Chem,,,,112,4/21/04
TB,2004,254,9/10/04,1.75,Chem,,,,112,4/21/04
TB,2004,254,9/10/04,2,Chem,11.5,0.1,1,112,4/21/04
TB,2004,254,9/10/04,3,Chem,7.2,0.1,0.9,112,4/21/04
TB,2004,254,9/10/04,4,Chem,5.2,0.1,0.8,112,4/21/04
TB,2004,254,9/10/04,4,Chem,,,,112,4/21/04
TB,2004,254,9/10/04,5,Chem,4.7,0.1,0.8,112,4/21/04
TB,2004,254,9/10/04,6,Chem,4.4,0.1,0.8,112,4/21/04
TB,2004,254,9/10/04,7,Chem,4.4,0.1,0.8,112,4/21/04
TB,2004,272,9/28/04,0,Non-chem,14.8,5,52.4,112,4/21/04
TB,2004,272,9/28/04,0,Non-chem,,,,112,4/21/04
TB,2004,272,9/28/04,0.25,Non-chem,,,,112,4/21/04
TB,2004,272,9/28/04,0.5,Non-chem,,,,112,4/21/04
TB,2004,272,9/28/04,0.75,Non-chem,,,,112,4/21/04
TB,2004,272,9/28/04,1,Non-chem,14.6,4.9,51.1,112,4/21/04
TB,2004,272,9/28/04,1.25,Non-chem,,,,112,4/21/04
TB,2004,272,9/28/04,1.5,Non-chem,,,,112,4/21/04
TB,2004,272,9/28/04,2,Non-chem,12.6,0.9,9,112,4/21/04
TB,2004,272,9/28/04,3,Non-chem,7.7,0.1,0.9,112,4/21/04
TB,2004,272,9/28/04,4,Non-chem,5.5,0.1,0.8,112,4/21/04
TB,2004,272,9/28/04,5,Non-chem,4.9,0.1,0.8,112,4/21/04
TB,2004,272,9/28/04,6,Non-chem,4.6,0.1,0.8,112,4/21/04
TB,2004,272,9/28/04,7,Non-chem,4.5,0.1,0.8,112,4/21/04
TB,2004,286,10/12/04,0,Chem,10.8,6.6,63.2,112,4/21/04
TB,2004,286,10/12/04,0.25,Chem,,,,112,4/21/04
TB,2004,286,10/12/04,0.5,Chem,,,,112,4/21/04
TB,2004,286,10/12/04,0.75,Chem,,,,112,4/21/04
TB,2004,286,10/12/04,1,Chem,10.3,6.5,61.5,112,4/21/04
TB,2004,286,10/12/04,1.25,Chem,,,,112,4/21/04
TB,2004,286,10/12/04,1.5,Chem,,,,112,4/21/04
TB,2004,286,10/12/04,1.75,Chem,,,,112,4/21/04
TB,2004,286,10/12/04,2,Chem,9.7,2,18.7,112,4/21/04
TB,2004,286,10/12/04,2,Chem,,,,112,4/21/04
TB,2004,286,10/12/04,3,Chem,8.2,0.1,0.9,112,4/21/04
TB,2004,286,10/12/04,4,Chem,6.3,0.1,0.9,112,4/21/04
TB,2004,286,10/12/04,5,Chem,5,0.1,0.8,112,4/21/04
TB,2004,286,10/12/04,6,Chem,4.6,0.1,0.8,112,4/21/04
TB,2004,286,10/12/04,7,Chem,4.5,0.1,0.8,112,4/21/04
TB,2004,300,10/26/04,0,Non-chem,8.1,6,53.9,112,4/21/04
TB,2004,300,10/26/04,0.25,Non-chem,,,,112,4/21/04
TB,2004,300,10/26/04,0.5,Non-chem,,,,112,4/21/04
TB,2004,300,10/26/04,0.75,Non-chem,,,,112,4/21/04
TB,2004,300,10/26/04,1,Non-chem,7.7,5.9,52.5,112,4/21/04
TB,2004,300,10/26/04,1.25,Non-chem,,,,112,4/21/04
TB,2004,300,10/26/04,1.5,Non-chem,,,,112,4/21/04
TB,2004,300,10/26/04,2,Non-chem,7.7,6.3,56,112,4/21/04
TB,2004,300,10/26/04,2,Non-chem,,,,112,4/21/04
TB,2004,300,10/26/04,3,Non-chem,7.2,2.7,23.7,112,4/21/04
TB,2004,300,10/26/04,4,Non-chem,6.4,0.1,0.9,112,4/21/04
TB,2004,300,10/26/04,5,Non-chem,5.3,0.1,0.8,112,4/21/04
TB,2004,300,10/26/04,6,Non-chem,4.7,0.1,0.8,112,4/21/04
TB,2004,300,10/26/04,7,Non-chem,4.6,0.1,0.8,112,4/21/04
TB,2004,316,11/11/04,0,Quarterly,4.9,8,66.3,112,4/21/04
TB,2004,316,11/11/04,1,Quarterly,4.8,4.3,35.6,112,4/21/04
TB,2004,316,11/11/04,2,Quarterly,4.7,4.1,33.8,112,4/21/04
TB,2004,316,11/11/04,3,Quarterly,4.7,4,33,112,4/21/04
TB,2004,316,11/11/04,3,Quarterly,,,,112,4/21/04
TB,2004,316,11/11/04,4,Quarterly,4.7,4,33,112,4/21/04
TB,2004,316,11/11/04,5,Quarterly,4.7,3.9,32.2,112,4/21/04
TB,2004,316,11/11/04,6,Quarterly,4.6,3.7,30.4,112,4/21/04
TB,2004,316,11/11/04,6.5,Quarterly,4.6,2.8,23,112,4/21/04
TB,2005,20,1/20/05,0,Chem,1,0.2,1.5,105,4/15/05
TB,2005,20,1/20/05,0.25,Chem,,,,105,4/15/05
TB,2005,20,1/20/05,0.5,Chem,,,,105,4/15/05
TB,2005,20,1/20/05,1,Chem,2.1,0.1,0.8,105,4/15/05
TB,2005,20,1/20/05,2,Chem,3.4,0.1,0.8,105,4/15/05
TB,2005,20,1/20/05,3,Chem,3.7,0.1,0.8,105,4/15/05
TB,2005,20,1/20/05,3,Chem,,,,105,4/15/05
TB,2005,20,1/20/05,4,Chem,3.8,0.1,0.8,105,4/15/05
TB,2005,20,1/20/05,5,Chem,3.8,0.1,0.8,105,4/15/05
TB,2005,20,1/20/05,6,Chem,3.9,0.1,0.8,105,4/15/05
TB,2005,20,1/20/05,7,Chem,4.2,0.1,0.8,105,4/15/05
TB,2005,46,2/15/05,0,Quarterly,1.1,0.4,3,105,4/15/05
TB,2005,46,2/15/05,1,Quarterly,1.8,0.3,2.3,105,4/15/05
TB,2005,46,2/15/05,2,Quarterly,3.2,0.3,2.4,105,4/15/05
TB,2005,46,2/15/05,3,Quarterly,3.6,0.2,1.6,105,4/15/05
TB,2005,46,2/15/05,3,Quarterly,,,,105,4/15/05
TB,2005,46,2/15/05,4,Quarterly,3.8,0.2,1.6,105,4/15/05
TB,2005,46,2/15/05,5,Quarterly,3.9,0.2,1.6,105,4/15/05
TB,2005,46,2/15/05,6,Quarterly,3.9,0.2,1.6,105,4/15/05
TB,2005,46,2/15/05,7,Quarterly,4.2,0.1,0.8,105,4/15/05
TB,2005,90,3/31/05,0,Chem,0.7,3,22.2,105,4/15/05
TB,2005,90,3/31/05,0.25,Chem,,,,105,4/15/05
TB,2005,90,3/31/05,0.5,Chem,,,,105,4/15/05
TB,2005,90,3/31/05,0.75,Chem,,,,105,4/15/05
TB,2005,90,3/31/05,1,Chem,,,,105,4/15/05
TB,2005,90,3/31/05,1.25,Chem,,,,105,4/15/05
TB,2005,90,3/31/05,2,Chem,,,,105,4/15/05
TB,2005,90,3/31/05,3,Chem,3.3,0.1,0.8,105,4/15/05
TB,2005,90,3/31/05,3,Chem,,,,105,4/15/05
TB,2005,90,3/31/05,5,Chem,,,,105,4/15/05
TB,2005,90,3/31/05,7,Chem,4.1,0.1,0.8,105,4/15/05
TB,2005,108,4/18/05,0,Quarterly,17.8,9.3,103.8,105,4/15/05
TB,2005,108,4/18/05,0,Quarterly,,,,105,4/15/05
TB,2005,108,4/18/05,0.25,Quarterly,,,,105,4/15/05
TB,2005,108,4/18/05,0.5,Quarterly,,,,105,4/15/05
TB,2005,108,4/18/05,0.75,Quarterly,,,,105,4/15/05
TB,2005,108,4/18/05,1,Quarterly,6.3,1,8.6,105,4/15/05
TB,2005,108,4/18/05,1.25,Quarterly,,,,105,4/15/05
TB,2005,108,4/18/05,1.5,Quarterly,,,,105,4/15/05
TB,2005,108,4/18/05,1.75,Quarterly,,,,105,4/15/05
TB,2005,108,4/18/05,2,Quarterly,4.4,0.5,4.1,105,4/15/05
TB,2005,108,4/18/05,2.25,Quarterly,,,,105,4/15/05
TB,2005,108,4/18/05,2.5,Quarterly,,,,105,4/15/05
TB,2005,108,4/18/05,2.75,Quarterly,,,,105,4/15/05
TB,2005,108,4/18/05,3,Quarterly,4.5,0.4,3.3,105,4/15/05
TB,2005,108,4/18/05,3.25,Quarterly,,,,105,4/15/05
TB,2005,108,4/18/05,3.5,Quarterly,,,,105,4/15/05
TB,2005,108,4/18/05,3.75,Quarterly,,,,105,4/15/05
TB,2005,108,4/18/05,4,Quarterly,4.3,0.4,3.3,105,4/15/05
TB,2005,108,4/18/05,5,Quarterly,4.3,0.3,2.4,105,4/15/05
TB,2005,108,4/18/05,6,Quarterly,4.2,0.3,2.4,105,4/15/05
TB,2005,108,4/18/05,7,Quarterly,4.2,0.3,2.4,105,4/15/05
TB,2005,124,5/4/05,0,Non-chem,9.1,8.7,80.1,105,4/15/05
TB,2005,124,5/4/05,0.25,Non-chem,,,,105,4/15/05
TB,2005,124,5/4/05,0.5,Non-chem,,,,105,4/15/05
TB,2005,124,5/4/05,0.75,Non-chem,,,,105,4/15/05
TB,2005,124,5/4/05,1,Non-chem,7.3,8,70.5,105,4/15/05
TB,2005,124,5/4/05,1.25,Non-chem,,,,105,4/15/05
TB,2005,124,5/4/05,1.5,Non-chem,,,,105,4/15/05
TB,2005,124,5/4/05,1.75,Non-chem,,,,105,4/15/05
TB,2005,124,5/4/05,2,Non-chem,5.1,0.5,4.2,105,4/15/05
TB,2005,124,5/4/05,3,Non-chem,4.3,0.3,2.4,105,4/15/05
TB,2005,124,5/4/05,4,Non-chem,4.2,0.2,1.6,105,4/15/05
TB,2005,124,5/4/05,5,Non-chem,4.2,0.2,1.6,105,4/15/05
TB,2005,124,5/4/05,5,Non-chem,,,,105,4/15/05
TB,2005,124,5/4/05,6,Non-chem,4.2,0.2,1.6,105,4/15/05
TB,2005,124,5/4/05,7,Non-chem,4.2,0.2,1.6,105,4/15/05
TB,2005,138,5/18/05,0,Chem,15,10,105.2,105,4/15/05
TB,2005,138,5/18/05,0.25,Chem,,,,105,4/15/05
TB,2005,138,5/18/05,0.5,Chem,,,,105,4/15/05
TB,2005,138,5/18/05,0.75,Chem,,,,105,4/15/05
TB,2005,138,5/18/05,1,Chem,9.9,8.3,77.8,105,4/15/05
TB,2005,138,5/18/05,1.25,Chem,,,,105,4/15/05
TB,2005,138,5/18/05,1.5,Chem,,,,105,4/15/05
TB,2005,138,5/18/05,1.75,Chem,,,,105,4/15/05
TB,2005,138,5/18/05,2,Chem,5.6,0.4,3.4,105,4/15/05
TB,2005,138,5/18/05,2,Chem,,,,105,4/15/05
TB,2005,138,5/18/05,2.25,Chem,,,,105,4/15/05
TB,2005,138,5/18/05,2.5,Chem,,,,105,4/15/05
TB,2005,138,5/18/05,2.75,Chem,,,,105,4/15/05
TB,2005,138,5/18/05,3,Chem,4.8,0.3,2.5,105,4/15/05
TB,2005,138,5/18/05,4,Chem,4.4,0.3,2.5,105,4/15/05
TB,2005,138,5/18/05,5,Chem,4.3,0.2,1.6,105,4/15/05
TB,2005,138,5/18/05,6,Chem,4.3,0.2,1.6,105,4/15/05
TB,2005,138,5/18/05,7,Chem,4.3,0.2,1.6,105,4/15/05
TB,2005,152,6/1/05,0,Non-chem,26.2,8.3,109,105,4/15/05
TB,2005,152,6/1/05,0.25,Non-chem,,,,105,4/15/05
TB,2005,152,6/1/05,0.5,Non-chem,,,,105,4/15/05
TB,2005,152,6/1/05,0.75,Non-chem,,,,105,4/15/05
TB,2005,152,6/1/05,1,Non-chem,13,7.9,79.5,105,4/15/05
TB,2005,152,6/1/05,1.25,Non-chem,,,,105,4/15/05
TB,2005,152,6/1/05,1.5,Non-chem,,,,105,4/15/05
TB,2005,152,6/1/05,1.75,Non-chem,,,,105,4/15/05
TB,2005,152,6/1/05,2,Non-chem,5.6,0.1,0.8,105,4/15/05
TB,2005,152,6/1/05,2.25,Non-chem,,,,105,4/15/05
TB,2005,152,6/1/05,2.5,Non-chem,,,,105,4/15/05
TB,2005,152,6/1/05,2.75,Non-chem,,,,105,4/15/05
TB,2005,152,6/1/05,3,Non-chem,4.5,0.2,1.6,105,4/15/05
TB,2005,152,6/1/05,3,Non-chem,,,,105,4/15/05
TB,2005,152,6/1/05,4,Non-chem,4.3,0.2,1.6,105,4/15/05
TB,2005,152,6/1/05,5,Non-chem,4.2,0.2,1.6,105,4/15/05
TB,2005,152,6/1/05,6,Non-chem,4.2,0.2,1.6,105,4/15/05
TB,2005,152,6/1/05,7,Non-chem,4.3,0.2,1.6,105,4/15/05
TB,2005,167,6/16/05,0,Chem,24,7.6,95.8,105,4/15/05
TB,2005,167,6/16/05,0.25,Chem,,,,105,4/15/05
TB,2005,167,6/16/05,0.5,Chem,,,,105,4/15/05
TB,2005,167,6/16/05,0.75,Chem,,,,105,4/15/05
TB,2005,167,6/16/05,1,Chem,19.1,5,57.3,105,4/15/05
TB,2005,167,6/16/05,1.25,Chem,,,,105,4/15/05
TB,2005,167,6/16/05,1.5,Chem,,,,105,4/15/05
TB,2005,167,6/16/05,1.75,Chem,,,,105,4/15/05
TB,2005,167,6/16/05,2,Chem,10.2,0.5,4.7,105,4/15/05
TB,2005,167,6/16/05,2,Chem,,,,105,4/15/05
TB,2005,167,6/16/05,3,Chem,5.5,0.5,4.2,105,4/15/05
TB,2005,167,6/16/05,4,Chem,4.9,0.5,4.1,105,4/15/05
TB,2005,167,6/16/05,5,Chem,4.5,0.5,4.1,105,4/15/05
TB,2005,167,6/16/05,6,Chem,4.4,0.5,4.1,105,4/15/05
